cycle_number,capacity_mean,capacity_last,pred_error_mean,pred_error_max,recon_error_mean,recon_error_max,score_mean,score_max,score_std,n_points,score_mean_over_threshold,score_max_over_threshold
563,1.2271137,1.2271137,0.4093066,0.41167903,0.6797864,0.6820648,1.089093,1.0911803,0.0020648416,301,1,1
565,1.2244267,1.2219411,0.41437975,0.41987586,0.68605554,0.6903744,1.1004353,1.1100774,0.0058158967,3730,1,1
567,1.2217398,1.2217398,0.4206108,0.42306232,0.68786126,0.6919832,1.108472,1.1121159,0.0024482354,301,1,1
569,1.2164212,1.2115114,0.43101683,0.4414518,0.6981815,0.7034917,1.1291983,1.1448684,0.00946638,3629,1,1
571,1.2111027,1.2111027,0.4427951,0.4451356,0.69855845,0.7106385,1.1413536,1.1511354,0.0067783804,300,1,1
573,1.2083601,1.205821,0.44768575,0.45329666,0.70615214,0.71303034,1.1538379,1.1593728,0.0034211355,3740,1,1
575,1.205616,1.205616,0.45413426,0.45636082,0.7004738,0.71930027,1.154608,1.1709003,0.009738961,300,1,1
577,1.2032548,1.2010654,0.45822573,0.4629283,0.70731825,0.723088,1.1655439,1.1762786,0.0033285518,3824,1,1
579,1.2008936,1.2008936,0.46389577,0.466053,0.69925797,0.72459793,1.1631538,1.1862564,0.011516687,299,1,1
581,1.195742,1.1909833,0.4735799,0.48439813,0.705753,0.7323091,1.1793329,1.1946626,0.005278475,3634,1,1
583,1.1905904,1.1905904,0.48249838,0.48519087,0.69675094,0.7277446,1.1792493,1.2106161,0.015985986,299,1,1
585,1.1878848,1.1853853,0.4895381,0.49479747,0.70389634,0.75065184,1.1934344,1.2317724,0.0055497214,3640,1,1
587,1.1851792,1.1851792,0.4899994,0.49542212,0.69471705,0.7257688,1.1847165,1.2197261,0.016561288,298,1,1
589,1.1824256,1.1798761,0.49933815,0.5028248,0.7033516,0.7589259,1.2026898,1.2512503,0.0058840695,3726,1,1
591,1.1796707,1.1796707,0.49791595,0.50522256,0.69612,0.72397256,1.194036,1.229073,0.014002135,298,1,1
593,1.1771336,1.1747863,0.50538015,0.5082686,0.7046663,0.7651417,1.2100464,1.2674942,0.0064295074,3685,1,1
595,1.1745952,1.1745952,0.50593734,0.5147121,0.70058095,0.7223537,1.2065183,1.2360892,0.00889483,298,1,1
597,1.1642067,1.154614,0.52475977,0.5439427,0.7357972,0.7945926,1.260557,1.3384528,0.039751958,3594,1,1
599,1.1538184,1.1538184,0.54549336,0.547199,0.7870047,0.80122733,1.3324981,1.3484263,0.023955995,297,1,1
601,1.1591096,1.1640007,0.5342523,0.552547,0.74568313,0.80110216,1.2799354,1.3450022,0.027142182,3643,1,1
603,1.1644009,1.1644009,0.5247818,0.52632475,0.74585897,0.7807193,1.2706407,1.3065557,0.027937166,297,1,1
605,1.1615993,1.1590046,0.52945125,0.5346923,0.7374512,0.77543044,1.2669024,1.3094058,0.017660357,3736,1,1
607,1.1587975,1.1587975,0.53583926,0.5375211,0.7718653,0.7920377,1.3077046,1.3288264,0.027573513,297,1,1
609,1.1668841,1.1743346,0.51941776,0.5429468,0.7207873,0.7871227,1.240205,1.3203392,0.026541086,3492,1,1
611,1.1749749,1.1749749,0.5051377,0.5141332,0.6998472,0.7284887,1.2049849,1.2333446,0.0082878275,298,1,1
612,1.1803224,1.1852612,0.50155115,0.51322174,0.70213795,0.7637665,1.203689,1.2743592,0.008279077,3604,1,1
613,1.1856753,1.1856753,0.48846695,0.49438453,0.6915061,0.724365,1.179973,1.2172847,0.016771428,300,1,1
615,1.186092,1.1860975,0.48756066,0.49191642,0.7519649,0.7570431,1.2395256,1.2457957,0.0070000226,5,1,1
