cycle_number,capacity_mean,capacity_last,pred_error_mean,pred_error_max,recon_error_mean,recon_error_max,score_mean,score_max,score_std,n_points,score_mean_over_threshold,score_max_over_threshold
593,1.2979802,1.2980665,0.4425156,0.4426341,0.13131343,0.16626072,0.57382905,0.6088886,0.002313077,3685,1,1
595,1.2980735,1.2980735,0.4423873,0.44238734,0.13205798,0.16370082,0.5744453,0.60608816,0.0041025267,298,1,1
597,1.2957685,1.2936401,0.44555783,0.4484855,0.13309258,0.16666853,0.5786504,0.6094601,0.004120273,3594,1,1
599,1.2934636,1.2934636,0.44872832,0.44872832,0.13499488,0.16735625,0.5837232,0.6160846,0.0025409684,297,1,1
601,1.2907335,1.2882099,0.45248356,0.4559548,0.13793546,0.17307806,0.590419,0.62227917,0.0049605053,3643,1,1
603,1.2880034,1.2880034,0.45623878,0.45623875,0.14014609,0.17266941,0.5963848,0.62890816,0.0039527602,297,1,1
605,1.287728,1.287473,0.45661762,0.45696843,0.14031188,0.18162727,0.5969295,0.63791275,0.0027665356,3736,1,1
607,1.2874526,1.2874526,0.4569964,0.45699644,0.14095846,0.17330503,0.5979549,0.6303015,0.0038687538,297,1,1
609,1.2982312,1.308162,0.44217056,0.45583045,0.13188316,0.18026757,0.5740537,0.6353154,0.011300379,3492,1,1
611,1.3090154,1.3090154,0.4273368,0.4273368,0.12267471,0.15219033,0.5500115,0.57952714,0.002620751,298,1,1
612,1.3170433,1.3244579,0.4162945,0.4264933,0.122493595,0.14932156,0.5387881,0.57525444,0.0045381486,3604,1,1
613,1.3250793,1.3250793,0.4052409,0.4052409,0.11808636,0.12948406,0.52332723,0.53472495,0.0026239152,300,0,0
615,1.3257049,1.3257132,0.40438032,0.40439165,0.10931198,0.11215532,0.5136923,0.51654696,0.0020915817,5,0,0
