split,sample_id,fault_type,vin,cycle_index,sample_label,sequence_length
train,LFP_normal_vin_115_vin_115_discharge_3,normal,vin_115,3,0,887
train,LFP_normal_vin_115_vin_115_discharge_4,normal,vin_115,4,0,554
train,LFP_normal_vin_115_vin_115_discharge_5,normal,vin_115,5,0,579
train,LFP_normal_vin_115_vin_115_discharge_6,normal,vin_115,6,0,865
train,LFP_normal_vin_115_vin_115_discharge_7,normal,vin_115,7,0,778
train,LFP_normal_vin_115_vin_115_discharge_8,normal,vin_115,8,0,640
train,LFP_normal_vin_115_vin_115_discharge_9,normal,vin_115,9,0,1051
train,LFP_normal_vin_115_vin_115_discharge_10,normal,vin_115,10,0,573
train,LFP_normal_vin_116_vin_116_discharge_1,normal,vin_116,1,0,539
train,LFP_normal_vin_116_vin_116_discharge_2,normal,vin_116,2,0,654
train,LFP_normal_vin_116_vin_116_discharge_3,normal,vin_116,3,0,559
train,LFP_normal_vin_116_vin_116_discharge_4,normal,vin_116,4,0,495
train,LFP_normal_vin_116_vin_116_discharge_5,normal,vin_116,5,0,550
train,LFP_normal_vin_116_vin_116_discharge_6,normal,vin_116,6,0,791
train,LFP_normal_vin_116_vin_116_discharge_7,normal,vin_116,7,0,560
train,LFP_normal_vin_116_vin_116_discharge_8,normal,vin_116,8,0,548
train,LFP_normal_vin_116_vin_116_discharge_9,normal,vin_116,9,0,948
train,LFP_normal_vin_116_vin_116_discharge_10,normal,vin_116,10,0,646
train,LFP_normal_vin_117_vin_117_discharge_1,normal,vin_117,1,0,647
train,LFP_normal_vin_117_vin_117_discharge_2,normal,vin_117,2,0,763
train,LFP_normal_vin_117_vin_117_discharge_3,normal,vin_117,3,0,558
train,LFP_normal_vin_117_vin_117_discharge_4,normal,vin_117,4,0,680
train,LFP_normal_vin_117_vin_117_discharge_5,normal,vin_117,5,0,733
train,LFP_normal_vin_117_vin_117_discharge_6,normal,vin_117,6,0,570
train,LFP_normal_vin_117_vin_117_discharge_7,normal,vin_117,7,0,514
train,LFP_normal_vin_117_vin_117_discharge_8,normal,vin_117,8,0,610
train,LFP_normal_vin_117_vin_117_discharge_9,normal,vin_117,9,0,622
train,LFP_normal_vin_117_vin_117_discharge_10,normal,vin_117,10,0,545
train,LFP_normal_vin_118_vin_118_discharge_1,normal,vin_118,1,0,632
train,LFP_normal_vin_118_vin_118_discharge_2,normal,vin_118,2,0,678
train,LFP_normal_vin_118_vin_118_discharge_3,normal,vin_118,3,0,716
train,LFP_normal_vin_118_vin_118_discharge_4,normal,vin_118,4,0,578
train,LFP_normal_vin_118_vin_118_discharge_5,normal,vin_118,5,0,678
train,LFP_normal_vin_118_vin_118_discharge_6,normal,vin_118,6,0,553
train,LFP_normal_vin_118_vin_118_discharge_7,normal,vin_118,7,0,789
train,LFP_normal_vin_118_vin_118_discharge_8,normal,vin_118,8,0,264
train,LFP_normal_vin_118_vin_118_discharge_9,normal,vin_118,9,0,517
train,LFP_normal_vin_118_vin_118_discharge_10,normal,vin_118,10,0,886
train,LFP_normal_vin_119_vin_119_discharge_1,normal,vin_119,1,0,559
train,LFP_normal_vin_119_vin_119_discharge_2,normal,vin_119,2,0,777
train,LFP_normal_vin_119_vin_119_discharge_3,normal,vin_119,3,0,509
train,LFP_normal_vin_119_vin_119_discharge_4,normal,vin_119,4,0,683
train,LFP_normal_vin_119_vin_119_discharge_5,normal,vin_119,5,0,764
train,LFP_normal_vin_119_vin_119_discharge_6,normal,vin_119,6,0,716
train,LFP_normal_vin_119_vin_119_discharge_7,normal,vin_119,7,0,674
train,LFP_normal_vin_119_vin_119_discharge_8,normal,vin_119,8,0,528
train,LFP_normal_vin_119_vin_119_discharge_9,normal,vin_119,9,0,712
train,LFP_normal_vin_119_vin_119_discharge_10,normal,vin_119,10,0,552
train,LFP_normal_vin_120_vin_120_discharge_1,normal,vin_120,1,0,684
train,LFP_normal_vin_120_vin_120_discharge_2,normal,vin_120,2,0,592
train,LFP_normal_vin_120_vin_120_discharge_3,normal,vin_120,3,0,612
train,LFP_normal_vin_120_vin_120_discharge_4,normal,vin_120,4,0,494
train,LFP_normal_vin_120_vin_120_discharge_5,normal,vin_120,5,0,770
train,LFP_normal_vin_120_vin_120_discharge_6,normal,vin_120,6,0,657
train,LFP_normal_vin_120_vin_120_discharge_7,normal,vin_120,7,0,623
train,LFP_normal_vin_120_vin_120_discharge_8,normal,vin_120,8,0,678
train,LFP_normal_vin_120_vin_120_discharge_9,normal,vin_120,9,0,481
train,LFP_normal_vin_120_vin_120_discharge_10,normal,vin_120,10,0,525
train,LFP_normal_vin_121_vin_121_discharge_1,normal,vin_121,1,0,584
train,LFP_normal_vin_121_vin_121_discharge_2,normal,vin_121,2,0,940
train,LFP_normal_vin_121_vin_121_discharge_3,normal,vin_121,3,0,727
train,LFP_normal_vin_121_vin_121_discharge_4,normal,vin_121,4,0,732
train,LFP_normal_vin_121_vin_121_discharge_5,normal,vin_121,5,0,739
train,LFP_normal_vin_121_vin_121_discharge_6,normal,vin_121,6,0,920
train,LFP_normal_vin_121_vin_121_discharge_7,normal,vin_121,7,0,591
train,LFP_normal_vin_121_vin_121_discharge_8,normal,vin_121,8,0,586
train,LFP_normal_vin_121_vin_121_discharge_9,normal,vin_121,9,0,815
train,LFP_normal_vin_121_vin_121_discharge_10,normal,vin_121,10,0,853
train,LFP_normal_vin_122_vin_122_discharge_1,normal,vin_122,1,0,763
train,LFP_normal_vin_122_vin_122_discharge_2,normal,vin_122,2,0,527
train,LFP_normal_vin_122_vin_122_discharge_3,normal,vin_122,3,0,542
train,LFP_normal_vin_122_vin_122_discharge_4,normal,vin_122,4,0,852
train,LFP_normal_vin_122_vin_122_discharge_5,normal,vin_122,5,0,552
train,LFP_normal_vin_122_vin_122_discharge_6,normal,vin_122,6,0,623
train,LFP_normal_vin_122_vin_122_discharge_7,normal,vin_122,7,0,627
train,LFP_normal_vin_122_vin_122_discharge_8,normal,vin_122,8,0,541
train,LFP_normal_vin_122_vin_122_discharge_9,normal,vin_122,9,0,664
train,LFP_normal_vin_122_vin_122_discharge_10,normal,vin_122,10,0,734
train,LFP_normal_vin_123_vin_123_discharge_1,normal,vin_123,1,0,536
train,LFP_normal_vin_123_vin_123_discharge_2,normal,vin_123,2,0,645
train,LFP_normal_vin_123_vin_123_discharge_3,normal,vin_123,3,0,544
train,LFP_normal_vin_123_vin_123_discharge_4,normal,vin_123,4,0,701
train,LFP_normal_vin_123_vin_123_discharge_5,normal,vin_123,5,0,570
train,LFP_normal_vin_123_vin_123_discharge_6,normal,vin_123,6,0,670
train,LFP_normal_vin_123_vin_123_discharge_7,normal,vin_123,7,0,883
train,LFP_normal_vin_123_vin_123_discharge_8,normal,vin_123,8,0,548
train,LFP_normal_vin_123_vin_123_discharge_9,normal,vin_123,9,0,707
train,LFP_normal_vin_123_vin_123_discharge_10,normal,vin_123,10,0,795
train,LFP_normal_vin_124_vin_124_discharge_1,normal,vin_124,1,0,891
train,LFP_normal_vin_124_vin_124_discharge_2,normal,vin_124,2,0,696
train,LFP_normal_vin_124_vin_124_discharge_3,normal,vin_124,3,0,514
train,LFP_normal_vin_124_vin_124_discharge_4,normal,vin_124,4,0,529
train,LFP_normal_vin_124_vin_124_discharge_5,normal,vin_124,5,0,650
train,LFP_normal_vin_124_vin_124_discharge_6,normal,vin_124,6,0,538
train,LFP_normal_vin_124_vin_124_discharge_7,normal,vin_124,7,0,563
train,LFP_normal_vin_124_vin_124_discharge_8,normal,vin_124,8,0,518
train,LFP_normal_vin_124_vin_124_discharge_9,normal,vin_124,9,0,502
train,LFP_normal_vin_124_vin_124_discharge_10,normal,vin_124,10,0,591
train,LFP_normal_vin_125_vin_125_discharge_1,normal,vin_125,1,0,914
train,LFP_normal_vin_125_vin_125_discharge_2,normal,vin_125,2,0,722
train,LFP_normal_vin_125_vin_125_discharge_3,normal,vin_125,3,0,806
train,LFP_normal_vin_125_vin_125_discharge_4,normal,vin_125,4,0,896
train,LFP_normal_vin_125_vin_125_discharge_5,normal,vin_125,5,0,524
train,LFP_normal_vin_125_vin_125_discharge_6,normal,vin_125,6,0,598
train,LFP_normal_vin_125_vin_125_discharge_7,normal,vin_125,7,0,653
train,LFP_normal_vin_125_vin_125_discharge_8,normal,vin_125,8,0,698
train,LFP_normal_vin_125_vin_125_discharge_9,normal,vin_125,9,0,760
train,LFP_normal_vin_125_vin_125_discharge_10,normal,vin_125,10,0,665
train,LFP_normal_vin_126_vin_126_discharge_1,normal,vin_126,1,0,699
train,LFP_normal_vin_126_vin_126_discharge_2,normal,vin_126,2,0,574
train,LFP_normal_vin_126_vin_126_discharge_3,normal,vin_126,3,0,549
train,LFP_normal_vin_126_vin_126_discharge_4,normal,vin_126,4,0,858
train,LFP_normal_vin_126_vin_126_discharge_5,normal,vin_126,5,0,727
train,LFP_normal_vin_126_vin_126_discharge_6,normal,vin_126,6,0,726
train,LFP_normal_vin_126_vin_126_discharge_7,normal,vin_126,7,0,544
train,LFP_normal_vin_126_vin_126_discharge_8,normal,vin_126,8,0,751
train,LFP_normal_vin_126_vin_126_discharge_9,normal,vin_126,9,0,785
train,LFP_normal_vin_126_vin_126_discharge_10,normal,vin_126,10,0,570
train,LFP_normal_vin_127_vin_127_discharge_1,normal,vin_127,1,0,699
train,LFP_normal_vin_127_vin_127_discharge_2,normal,vin_127,2,0,620
train,LFP_normal_vin_127_vin_127_discharge_3,normal,vin_127,3,0,888
train,LFP_normal_vin_127_vin_127_discharge_4,normal,vin_127,4,0,521
train,LFP_normal_vin_127_vin_127_discharge_5,normal,vin_127,5,0,714
train,LFP_normal_vin_127_vin_127_discharge_6,normal,vin_127,6,0,589
train,LFP_normal_vin_127_vin_127_discharge_7,normal,vin_127,7,0,716
train,LFP_normal_vin_127_vin_127_discharge_8,normal,vin_127,8,0,629
train,LFP_normal_vin_127_vin_127_discharge_9,normal,vin_127,9,0,588
train,LFP_normal_vin_127_vin_127_discharge_10,normal,vin_127,10,0,718
train,LFP_normal_vin_128_vin_128_discharge_1,normal,vin_128,1,0,525
train,LFP_normal_vin_128_vin_128_discharge_2,normal,vin_128,2,0,768
train,LFP_normal_vin_128_vin_128_discharge_3,normal,vin_128,3,0,755
train,LFP_normal_vin_128_vin_128_discharge_4,normal,vin_128,4,0,735
train,LFP_normal_vin_128_vin_128_discharge_5,normal,vin_128,5,0,493
train,LFP_normal_vin_128_vin_128_discharge_6,normal,vin_128,6,0,599
train,LFP_normal_vin_128_vin_128_discharge_7,normal,vin_128,7,0,521
train,LFP_normal_vin_128_vin_128_discharge_8,normal,vin_128,8,0,710
train,LFP_normal_vin_128_vin_128_discharge_9,normal,vin_128,9,0,641
train,LFP_normal_vin_128_vin_128_discharge_10,normal,vin_128,10,0,702
train,LFP_normal_vin_131_vin_131_discharge_1,normal,vin_131,1,0,605
train,LFP_normal_vin_131_vin_131_discharge_2,normal,vin_131,2,0,610
train,LFP_normal_vin_131_vin_131_discharge_3,normal,vin_131,3,0,518
train,LFP_normal_vin_131_vin_131_discharge_4,normal,vin_131,4,0,760
train,LFP_normal_vin_131_vin_131_discharge_5,normal,vin_131,5,0,890
train,LFP_normal_vin_131_vin_131_discharge_6,normal,vin_131,6,0,616
train,LFP_normal_vin_131_vin_131_discharge_7,normal,vin_131,7,0,573
train,LFP_normal_vin_131_vin_131_discharge_8,normal,vin_131,8,0,605
train,LFP_normal_vin_131_vin_131_discharge_9,normal,vin_131,9,0,545
train,LFP_normal_vin_131_vin_131_discharge_10,normal,vin_131,10,0,750
train,LFP_normal_vin_133_vin_133_discharge_1,normal,vin_133,1,0,787
train,LFP_normal_vin_133_vin_133_discharge_2,normal,vin_133,2,0,733
train,LFP_normal_vin_133_vin_133_discharge_3,normal,vin_133,3,0,562
train,LFP_normal_vin_133_vin_133_discharge_4,normal,vin_133,4,0,589
train,LFP_normal_vin_133_vin_133_discharge_5,normal,vin_133,5,0,557
train,LFP_normal_vin_133_vin_133_discharge_6,normal,vin_133,6,0,895
train,LFP_normal_vin_133_vin_133_discharge_7,normal,vin_133,7,0,564
train,LFP_normal_vin_133_vin_133_discharge_8,normal,vin_133,8,0,618
train,LFP_normal_vin_133_vin_133_discharge_9,normal,vin_133,9,0,726
train,LFP_normal_vin_133_vin_133_discharge_10,normal,vin_133,10,0,508
train,LFP_normal_vin_134_vin_134_discharge_1,normal,vin_134,1,0,541
train,LFP_normal_vin_134_vin_134_discharge_2,normal,vin_134,2,0,595
train,LFP_normal_vin_134_vin_134_discharge_3,normal,vin_134,3,0,926
train,LFP_normal_vin_134_vin_134_discharge_4,normal,vin_134,4,0,682
train,LFP_normal_vin_134_vin_134_discharge_5,normal,vin_134,5,0,663
train,LFP_normal_vin_134_vin_134_discharge_6,normal,vin_134,6,0,624
train,LFP_normal_vin_134_vin_134_discharge_7,normal,vin_134,7,0,543
train,LFP_normal_vin_134_vin_134_discharge_8,normal,vin_134,8,0,667
train,LFP_normal_vin_134_vin_134_discharge_9,normal,vin_134,9,0,797
train,LFP_normal_vin_134_vin_134_discharge_10,normal,vin_134,10,0,623
train,LFP_normal_vin_135_vin_135_discharge_1,normal,vin_135,1,0,559
train,LFP_normal_vin_135_vin_135_discharge_2,normal,vin_135,2,0,640
train,LFP_normal_vin_135_vin_135_discharge_3,normal,vin_135,3,0,555
train,LFP_normal_vin_135_vin_135_discharge_4,normal,vin_135,4,0,579
train,LFP_normal_vin_135_vin_135_discharge_5,normal,vin_135,5,0,781
train,LFP_normal_vin_135_vin_135_discharge_6,normal,vin_135,6,0,733
train,LFP_normal_vin_135_vin_135_discharge_7,normal,vin_135,7,0,550
train,LFP_normal_vin_135_vin_135_discharge_8,normal,vin_135,8,0,701
train,LFP_normal_vin_135_vin_135_discharge_9,normal,vin_135,9,0,652
train,LFP_normal_vin_135_vin_135_discharge_10,normal,vin_135,10,0,596
train,LFP_normal_vin_136_vin_136_discharge_1,normal,vin_136,1,0,490
train,LFP_normal_vin_136_vin_136_discharge_2,normal,vin_136,2,0,537
train,LFP_normal_vin_136_vin_136_discharge_3,normal,vin_136,3,0,916
train,LFP_normal_vin_136_vin_136_discharge_4,normal,vin_136,4,0,591
train,LFP_normal_vin_136_vin_136_discharge_5,normal,vin_136,5,0,690
train,LFP_normal_vin_136_vin_136_discharge_6,normal,vin_136,6,0,646
train,LFP_normal_vin_136_vin_136_discharge_7,normal,vin_136,7,0,693
train,LFP_normal_vin_136_vin_136_discharge_8,normal,vin_136,8,0,586
train,LFP_normal_vin_136_vin_136_discharge_9,normal,vin_136,9,0,619
train,LFP_normal_vin_136_vin_136_discharge_10,normal,vin_136,10,0,861
train,LFP_normal_vin_137_vin_137_discharge_1,normal,vin_137,1,0,1128
train,LFP_normal_vin_137_vin_137_discharge_2,normal,vin_137,2,0,727
train,LFP_normal_vin_137_vin_137_discharge_3,normal,vin_137,3,0,642
train,LFP_normal_vin_137_vin_137_discharge_4,normal,vin_137,4,0,604
train,LFP_normal_vin_137_vin_137_discharge_5,normal,vin_137,5,0,602
train,LFP_normal_vin_137_vin_137_discharge_6,normal,vin_137,6,0,520
train,LFP_normal_vin_137_vin_137_discharge_7,normal,vin_137,7,0,553
train,LFP_normal_vin_137_vin_137_discharge_8,normal,vin_137,8,0,651
train,LFP_normal_vin_137_vin_137_discharge_9,normal,vin_137,9,0,588
train,LFP_normal_vin_137_vin_137_discharge_10,normal,vin_137,10,0,605
train,LFP_normal_vin_138_vin_138_discharge_1,normal,vin_138,1,0,614
train,LFP_normal_vin_138_vin_138_discharge_2,normal,vin_138,2,0,503
train,LFP_normal_vin_138_vin_138_discharge_3,normal,vin_138,3,0,698
train,LFP_normal_vin_138_vin_138_discharge_4,normal,vin_138,4,0,398
train,LFP_normal_vin_138_vin_138_discharge_5,normal,vin_138,5,0,729
train,LFP_normal_vin_138_vin_138_discharge_6,normal,vin_138,6,0,561
train,LFP_normal_vin_138_vin_138_discharge_7,normal,vin_138,7,0,679
train,LFP_normal_vin_138_vin_138_discharge_8,normal,vin_138,8,0,590
train,LFP_normal_vin_138_vin_138_discharge_9,normal,vin_138,9,0,504
train,LFP_normal_vin_138_vin_138_discharge_10,normal,vin_138,10,0,590
train,LFP_normal_vin_139_vin_139_discharge_1,normal,vin_139,1,0,626
train,LFP_normal_vin_139_vin_139_discharge_2,normal,vin_139,2,0,529
train,LFP_normal_vin_139_vin_139_discharge_3,normal,vin_139,3,0,705
train,LFP_normal_vin_139_vin_139_discharge_4,normal,vin_139,4,0,577
train,LFP_normal_vin_139_vin_139_discharge_5,normal,vin_139,5,0,632
train,LFP_normal_vin_139_vin_139_discharge_6,normal,vin_139,6,0,863
train,LFP_normal_vin_139_vin_139_discharge_7,normal,vin_139,7,0,661
train,LFP_normal_vin_139_vin_139_discharge_8,normal,vin_139,8,0,618
train,LFP_normal_vin_139_vin_139_discharge_9,normal,vin_139,9,0,874
train,LFP_normal_vin_139_vin_139_discharge_10,normal,vin_139,10,0,562
train,LFP_normal_vin_140_vin_140_discharge_1,normal,vin_140,1,0,926
train,LFP_normal_vin_140_vin_140_discharge_2,normal,vin_140,2,0,819
train,LFP_normal_vin_140_vin_140_discharge_3,normal,vin_140,3,0,901
train,LFP_normal_vin_140_vin_140_discharge_4,normal,vin_140,4,0,581
train,LFP_normal_vin_140_vin_140_discharge_5,normal,vin_140,5,0,566
train,LFP_normal_vin_140_vin_140_discharge_6,normal,vin_140,6,0,650
train,LFP_normal_vin_140_vin_140_discharge_7,normal,vin_140,7,0,543
train,LFP_normal_vin_140_vin_140_discharge_8,normal,vin_140,8,0,533
train,LFP_normal_vin_140_vin_140_discharge_9,normal,vin_140,9,0,737
train,LFP_normal_vin_140_vin_140_discharge_10,normal,vin_140,10,0,527
train,LFP_normal_vin_141_vin_141_discharge_1,normal,vin_141,1,0,540
train,LFP_normal_vin_141_vin_141_discharge_2,normal,vin_141,2,0,621
train,LFP_normal_vin_141_vin_141_discharge_3,normal,vin_141,3,0,710
train,LFP_normal_vin_141_vin_141_discharge_4,normal,vin_141,4,0,661
train,LFP_normal_vin_141_vin_141_discharge_5,normal,vin_141,5,0,947
train,LFP_normal_vin_141_vin_141_discharge_6,normal,vin_141,6,0,691
train,LFP_normal_vin_141_vin_141_discharge_7,normal,vin_141,7,0,561
