sample_id,file_path,relative_path,chemistry,fault_type,vin,cycle_kind,cycle_index,sample_label,severity,fault_cell_id,fault_value,fault_unit
LFP_normal_vin_106_vin_106_discharge_3,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_106\vin_106_discharge_3.csv,LFP/normal/vin_106/vin_106_discharge_3.csv,LFP,normal,vin_106,discharge,3,0,,,,
LFP_normal_vin_106_vin_106_discharge_4,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_106\vin_106_discharge_4.csv,LFP/normal/vin_106/vin_106_discharge_4.csv,LFP,normal,vin_106,discharge,4,0,,,,
LFP_normal_vin_106_vin_106_discharge_5,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_106\vin_106_discharge_5.csv,LFP/normal/vin_106/vin_106_discharge_5.csv,LFP,normal,vin_106,discharge,5,0,,,,
LFP_normal_vin_106_vin_106_discharge_6,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_106\vin_106_discharge_6.csv,LFP/normal/vin_106/vin_106_discharge_6.csv,LFP,normal,vin_106,discharge,6,0,,,,
LFP_normal_vin_106_vin_106_discharge_7,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_106\vin_106_discharge_7.csv,LFP/normal/vin_106/vin_106_discharge_7.csv,LFP,normal,vin_106,discharge,7,0,,,,
LFP_normal_vin_106_vin_106_discharge_8,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_106\vin_106_discharge_8.csv,LFP/normal/vin_106/vin_106_discharge_8.csv,LFP,normal,vin_106,discharge,8,0,,,,
LFP_normal_vin_106_vin_106_discharge_9,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_106\vin_106_discharge_9.csv,LFP/normal/vin_106/vin_106_discharge_9.csv,LFP,normal,vin_106,discharge,9,0,,,,
LFP_normal_vin_106_vin_106_discharge_10,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_106\vin_106_discharge_10.csv,LFP/normal/vin_106/vin_106_discharge_10.csv,LFP,normal,vin_106,discharge,10,0,,,,
LFP_normal_vin_107_vin_107_discharge_1,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_107\vin_107_discharge_1.csv,LFP/normal/vin_107/vin_107_discharge_1.csv,LFP,normal,vin_107,discharge,1,0,,,,
LFP_normal_vin_107_vin_107_discharge_2,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_107\vin_107_discharge_2.csv,LFP/normal/vin_107/vin_107_discharge_2.csv,LFP,normal,vin_107,discharge,2,0,,,,
LFP_normal_vin_107_vin_107_discharge_3,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_107\vin_107_discharge_3.csv,LFP/normal/vin_107/vin_107_discharge_3.csv,LFP,normal,vin_107,discharge,3,0,,,,
LFP_normal_vin_107_vin_107_discharge_4,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_107\vin_107_discharge_4.csv,LFP/normal/vin_107/vin_107_discharge_4.csv,LFP,normal,vin_107,discharge,4,0,,,,
LFP_normal_vin_107_vin_107_discharge_5,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_107\vin_107_discharge_5.csv,LFP/normal/vin_107/vin_107_discharge_5.csv,LFP,normal,vin_107,discharge,5,0,,,,
LFP_normal_vin_107_vin_107_discharge_6,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_107\vin_107_discharge_6.csv,LFP/normal/vin_107/vin_107_discharge_6.csv,LFP,normal,vin_107,discharge,6,0,,,,
LFP_normal_vin_107_vin_107_discharge_7,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_107\vin_107_discharge_7.csv,LFP/normal/vin_107/vin_107_discharge_7.csv,LFP,normal,vin_107,discharge,7,0,,,,
LFP_normal_vin_107_vin_107_discharge_8,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_107\vin_107_discharge_8.csv,LFP/normal/vin_107/vin_107_discharge_8.csv,LFP,normal,vin_107,discharge,8,0,,,,
LFP_normal_vin_107_vin_107_discharge_9,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_107\vin_107_discharge_9.csv,LFP/normal/vin_107/vin_107_discharge_9.csv,LFP,normal,vin_107,discharge,9,0,,,,
LFP_normal_vin_107_vin_107_discharge_10,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_107\vin_107_discharge_10.csv,LFP/normal/vin_107/vin_107_discharge_10.csv,LFP,normal,vin_107,discharge,10,0,,,,
LFP_normal_vin_108_vin_108_discharge_1,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_108\vin_108_discharge_1.csv,LFP/normal/vin_108/vin_108_discharge_1.csv,LFP,normal,vin_108,discharge,1,0,,,,
LFP_normal_vin_108_vin_108_discharge_2,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_108\vin_108_discharge_2.csv,LFP/normal/vin_108/vin_108_discharge_2.csv,LFP,normal,vin_108,discharge,2,0,,,,
LFP_normal_vin_108_vin_108_discharge_3,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_108\vin_108_discharge_3.csv,LFP/normal/vin_108/vin_108_discharge_3.csv,LFP,normal,vin_108,discharge,3,0,,,,
LFP_normal_vin_108_vin_108_discharge_4,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_108\vin_108_discharge_4.csv,LFP/normal/vin_108/vin_108_discharge_4.csv,LFP,normal,vin_108,discharge,4,0,,,,
LFP_normal_vin_108_vin_108_discharge_5,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_108\vin_108_discharge_5.csv,LFP/normal/vin_108/vin_108_discharge_5.csv,LFP,normal,vin_108,discharge,5,0,,,,
LFP_normal_vin_108_vin_108_discharge_6,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_108\vin_108_discharge_6.csv,LFP/normal/vin_108/vin_108_discharge_6.csv,LFP,normal,vin_108,discharge,6,0,,,,
LFP_normal_vin_108_vin_108_discharge_7,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_108\vin_108_discharge_7.csv,LFP/normal/vin_108/vin_108_discharge_7.csv,LFP,normal,vin_108,discharge,7,0,,,,
LFP_normal_vin_108_vin_108_discharge_8,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_108\vin_108_discharge_8.csv,LFP/normal/vin_108/vin_108_discharge_8.csv,LFP,normal,vin_108,discharge,8,0,,,,
LFP_normal_vin_108_vin_108_discharge_9,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_108\vin_108_discharge_9.csv,LFP/normal/vin_108/vin_108_discharge_9.csv,LFP,normal,vin_108,discharge,9,0,,,,
LFP_normal_vin_108_vin_108_discharge_10,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_108\vin_108_discharge_10.csv,LFP/normal/vin_108/vin_108_discharge_10.csv,LFP,normal,vin_108,discharge,10,0,,,,
LFP_normal_vin_109_vin_109_discharge_1,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_109\vin_109_discharge_1.csv,LFP/normal/vin_109/vin_109_discharge_1.csv,LFP,normal,vin_109,discharge,1,0,,,,
LFP_normal_vin_109_vin_109_discharge_2,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_109\vin_109_discharge_2.csv,LFP/normal/vin_109/vin_109_discharge_2.csv,LFP,normal,vin_109,discharge,2,0,,,,
LFP_normal_vin_109_vin_109_discharge_3,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_109\vin_109_discharge_3.csv,LFP/normal/vin_109/vin_109_discharge_3.csv,LFP,normal,vin_109,discharge,3,0,,,,
LFP_normal_vin_109_vin_109_discharge_4,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_109\vin_109_discharge_4.csv,LFP/normal/vin_109/vin_109_discharge_4.csv,LFP,normal,vin_109,discharge,4,0,,,,
LFP_normal_vin_109_vin_109_discharge_5,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_109\vin_109_discharge_5.csv,LFP/normal/vin_109/vin_109_discharge_5.csv,LFP,normal,vin_109,discharge,5,0,,,,
LFP_normal_vin_109_vin_109_discharge_6,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_109\vin_109_discharge_6.csv,LFP/normal/vin_109/vin_109_discharge_6.csv,LFP,normal,vin_109,discharge,6,0,,,,
LFP_normal_vin_109_vin_109_discharge_7,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_109\vin_109_discharge_7.csv,LFP/normal/vin_109/vin_109_discharge_7.csv,LFP,normal,vin_109,discharge,7,0,,,,
LFP_normal_vin_109_vin_109_discharge_8,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_109\vin_109_discharge_8.csv,LFP/normal/vin_109/vin_109_discharge_8.csv,LFP,normal,vin_109,discharge,8,0,,,,
LFP_normal_vin_109_vin_109_discharge_9,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_109\vin_109_discharge_9.csv,LFP/normal/vin_109/vin_109_discharge_9.csv,LFP,normal,vin_109,discharge,9,0,,,,
LFP_normal_vin_109_vin_109_discharge_10,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_109\vin_109_discharge_10.csv,LFP/normal/vin_109/vin_109_discharge_10.csv,LFP,normal,vin_109,discharge,10,0,,,,
LFP_normal_vin_110_vin_110_discharge_1,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_110\vin_110_discharge_1.csv,LFP/normal/vin_110/vin_110_discharge_1.csv,LFP,normal,vin_110,discharge,1,0,,,,
LFP_normal_vin_110_vin_110_discharge_2,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_110\vin_110_discharge_2.csv,LFP/normal/vin_110/vin_110_discharge_2.csv,LFP,normal,vin_110,discharge,2,0,,,,
LFP_normal_vin_110_vin_110_discharge_3,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_110\vin_110_discharge_3.csv,LFP/normal/vin_110/vin_110_discharge_3.csv,LFP,normal,vin_110,discharge,3,0,,,,
LFP_normal_vin_110_vin_110_discharge_4,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_110\vin_110_discharge_4.csv,LFP/normal/vin_110/vin_110_discharge_4.csv,LFP,normal,vin_110,discharge,4,0,,,,
LFP_normal_vin_110_vin_110_discharge_5,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_110\vin_110_discharge_5.csv,LFP/normal/vin_110/vin_110_discharge_5.csv,LFP,normal,vin_110,discharge,5,0,,,,
LFP_normal_vin_110_vin_110_discharge_6,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_110\vin_110_discharge_6.csv,LFP/normal/vin_110/vin_110_discharge_6.csv,LFP,normal,vin_110,discharge,6,0,,,,
LFP_normal_vin_110_vin_110_discharge_7,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_110\vin_110_discharge_7.csv,LFP/normal/vin_110/vin_110_discharge_7.csv,LFP,normal,vin_110,discharge,7,0,,,,
LFP_normal_vin_110_vin_110_discharge_8,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_110\vin_110_discharge_8.csv,LFP/normal/vin_110/vin_110_discharge_8.csv,LFP,normal,vin_110,discharge,8,0,,,,
LFP_normal_vin_110_vin_110_discharge_9,D:\作业\论文复现\基线模型\mtad-gat-pytorch\datasets\CH-BATTERY\LFP\normal\vin_110\vin_110_discharge_9.csv,LFP/normal/vin_110/vin_110_discharge_9.csv,LFP,normal,vin_110,discharge,9,0,,,,
