cycle_number,capacity_mean,capacity_last,pred_error_mean,pred_error_max,recon_error_mean,recon_error_max,score_mean,score_max,score_std,n_points,score_mean_over_threshold,score_max_over_threshold
536,1.2532313,1.2532313,0.2563591,0.2563591,0.32538098,0.66511154,0.5817401,0.92147064,0.08331126,302,1,1
538,1.2506593,1.2482893,0.26110592,0.26548004,0.21155635,0.3716781,0.47266227,0.628427,0.009790175,3548,1,1
540,1.2480875,1.2480875,0.2658527,0.2658527,0.36295882,0.75517154,0.6288115,1.0210242,0.09196944,301,1,1
542,1.2507608,1.2532341,0.2609188,0.26548362,0.2078283,0.37099862,0.46874708,0.63646746,0.011015868,3737,1,1
544,1.2534354,1.2534354,0.25598264,0.25598264,0.32008612,0.7155163,0.57606876,0.97149897,0.08164667,302,1,1
546,1.2716115,1.2884556,0.22243653,0.25352478,0.16382267,0.40673518,0.3862592,0.6602111,0.040659484,3821,1,1
547,1.2898049,1.2898049,0.18885803,0.18885803,0.20640755,0.62324524,0.39526558,0.8121033,0.064201914,305,1,1
549,1.2766694,1.2645063,0.21311662,0.25049257,0.16267194,0.48591518,0.37578857,0.6766033,0.026313176,3828,1,1
551,1.2635401,1.2635401,0.2373328,0.23733282,0.2437697,0.42294073,0.48110253,0.66027355,0.030895408,303,1,1
553,1.2557582,1.2485598,0.2516955,0.26498103,0.19656691,0.39852667,0.44826242,0.6369581,0.018177662,3750,1,1
555,1.2479762,1.2479762,0.2660582,0.2660582,0.35720918,1.08692,0.62326735,1.3529782,0.10836679,302,1,1
557,1.2400503,1.2327439,0.28068638,0.29417133,0.22429909,0.3494234,0.50498545,0.61663246,0.020949181,3563,1,1
559,1.2321203,1.2321203,0.29532218,0.29532218,0.43044958,1.3920629,0.7257718,1.6873851,0.22587569,302,1,1
561,1.229617,1.2273031,0.2999423,0.3042128,0.24211332,0.41487598,0.5420556,0.7105503,0.012524449,3690,1,1
563,1.2271137,1.2271137,0.30456233,0.30456233,0.4344628,1.2548187,0.7390251,1.559381,0.21277331,301,1,1
565,1.2244267,1.2219411,0.30952156,0.3141091,0.25316682,0.42279768,0.56268835,0.7277365,0.016713645,3730,1,1
567,1.2217398,1.2217398,0.31448078,0.31448078,0.4488273,1.0674715,0.76330805,1.3819523,0.21627863,301,1,1
569,1.2164212,1.2115114,0.32429668,0.33335853,0.2770891,0.41381693,0.6013858,0.7290621,0.032685496,3629,1,1
571,1.2111027,1.2111027,0.33411264,0.33411264,0.4835491,1.003119,0.81766176,1.3372316,0.23939145,300,1,1
573,1.2083601,1.205821,0.33917466,0.34386063,0.2962635,0.44589043,0.63543814,0.7803917,0.031718183,3740,1,1
575,1.205616,1.205616,0.34423923,0.34423923,0.500969,1.050355,0.8452082,1.3945942,0.24547216,300,1,1
577,1.2032548,1.2010654,0.34859696,0.35263777,0.30678615,0.46523333,0.6553831,0.80980015,0.031115685,3824,1,1
579,1.2008936,1.2008936,0.35295486,0.35295486,0.51631373,1.0834846,0.8692686,1.4364395,0.24811952,299,1,1
581,1.195742,1.1909833,0.3624628,0.37124562,0.32576254,0.9152374,0.6882253,1.2864685,0.073023714,3634,1,1
583,1.1905904,1.1905904,0.37197065,0.37197065,0.49000385,0.92818403,0.8619745,1.3001547,0.18187054,299,1,1
585,1.1878848,1.1853853,0.37696427,0.38157725,0.3316921,0.44688773,0.7086563,0.81925154,0.029322878,3640,1,1
587,1.1851792,1.1851792,0.38195777,0.38195777,0.53735286,0.9308469,0.9193106,1.3128047,0.2090883,298,1,1
589,1.1824256,1.1798761,0.3870398,0.39174533,0.33724192,0.44881392,0.72428167,0.83116055,0.02627665,3726,1,1
591,1.1796707,1.1796707,0.3921244,0.3921244,0.5103499,0.8516581,0.90247434,1.2437825,0.143036,298,1,1
593,1.1771336,1.1747863,0.39680693,0.40113902,0.3396692,0.44979858,0.7364761,0.84228516,0.023990339,3685,1,1
595,1.1745952,1.1745952,0.40149188,0.40149188,0.49415758,0.8986232,0.89564943,1.3001151,0.08436596,298,1,1
597,1.1642067,1.154614,0.42066494,0.43836975,0.3688507,0.6191189,0.7895157,1.05263,0.09852103,3594,1,1
599,1.1538184,1.1538184,0.4398382,0.43983817,0.53117,0.66743827,0.9710082,1.1072764,0.058703277,297,1,1
601,1.1591096,1.1640007,0.43007237,0.43909955,0.33506954,0.5164311,0.76514196,0.95553064,0.054354496,3643,1,1
603,1.1644009,1.1644009,0.42030668,0.42030668,0.50917447,0.6388736,0.92948115,1.0591803,0.06007805,297,1,1
605,1.1615993,1.1590046,0.42547756,0.43026638,0.32644382,0.48398733,0.75192136,0.9046812,0.051360045,3736,1,1
607,1.1587975,1.1587975,0.43064857,0.43064857,0.50772893,0.5926969,0.9383775,1.0233455,0.050606508,297,1,1
609,1.1668841,1.1743346,0.4157237,0.4294746,0.345288,0.49836755,0.7610117,0.9278264,0.02942905,3492,1,1
611,1.1749749,1.1749749,0.40079093,0.40079093,0.49352834,0.8481176,0.89431924,1.2489085,0.08402411,298,1,1
612,1.1803224,1.1852612,0.3909217,0.40003705,0.33226877,0.45367694,0.7231905,0.853704,0.017145945,3604,1,1
613,1.1856753,1.1856753,0.38104224,0.38104224,0.5463299,0.99633765,0.92737216,1.3773799,0.22620179,300,1,1
615,1.186092,1.1860975,0.62404746,1.0077705,0.5518673,0.8520138,1.1759148,1.7547989,0.44611937,5,1,1
